tweet_id,user_id,created_at,tweet,username,name,location,tweet_type,replied_to_id,get_repliedTo_tweet_link,get_tweet_link
1507011592419872787,2241206546,2022-03-24T15:08:57.000Z,@VodafoneUK #DreamHoliday Japan to ski down the tallest mountain...best get practising!,AdamCorner2,Adam Corner,,replied_to,1503778049203924994,https://twitter.com/i/web/status/1503778049203924994,https://twitter.com/2241206546/status/1507011592419872787
1507007214476673037,1390255863529721858,2022-03-24T14:51:33.000Z,"Brilliant breakfast meeting yesterday hosted by @VodafoneUK with @LucyMPowell, @CPJElmore and @KevinBrennanMP and some great charities to talk about digital inclusion. So good to have this shared interest and focus being expressed so clearly. https://t.co/tJ36JdxLN9",DigiPovAlliance,Digital Poverty Alliance 🧑🏻‍💻👩🏿‍💻👨🏼‍💻,,Original_tweet,Null,null,https://twitter.com/1390255863529721858/status/1507007214476673037
1507004076222939144,1457689117588926473,2022-03-24T14:39:05.000Z,@VodafoneUK #LoveTheNeo I love how versatile it is!! And the colours,laurawill2021,Laura Williams,,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/1457689117588926473/status/1507004076222939144
1506998923784863748,1412737071396102147,2022-03-24T14:18:36.000Z,@OfficialMr_West @oppo @OPPOMobileUK @1CentralSquare @motonovofinance @VodafoneUK Nice photo Dave 👍,ilee81,Lee 🇬🇧,,replied_to,1506931083929165824,https://twitter.com/i/web/status/1506931083929165824,https://twitter.com/1412737071396102147/status/1506998923784863748
1506996526953992194,2180432083,2022-03-24T14:09:05.000Z,@VodafoneUK This is a great watch with lots of brilliant uses and the tracking feature is perfect to know where my granddaughter is at all times. Peace of mind for parents and grandparents! #LoveTheNeo 💓💓💓,kazweedon,🎀 𝒦𝒶𝓏 🎀,"♥ 𝙷𝚊𝚖𝚙𝚜𝚑𝚒𝚛𝚎, 𝚄𝙺 ♥",replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/2180432083/status/1506996526953992194
1506991399031427075,27017752,2022-03-24T13:48:42.000Z,@KennetSchool @EBPWestBerks @VodafoneUK @Barclays @PriorsCourt @WestBerkshire @NewburyBS Really enjoyed the day hope the pupils benefitted✅,robsandford,rob sandford,Royal Bucklebury,replied_to,1506955665654353923,https://twitter.com/i/web/status/1506955665654353923,https://twitter.com/27017752/status/1506991399031427075
1506991161445175296,74263453,2022-03-24T13:47:46.000Z,"@VodafoneUK I know it's only early days...

But I am SUPER IN LOVE with this #OppoFindX5 5G 

Check Out my Unboxing Video Below:
https://t.co/9PX8EP30L0 https://t.co/AvsCJlGq89",TechJamo,Tech Jamo | Joel,Enquiries - Hello@TechJamo.com,replied_to,1506656805614673924,https://twitter.com/i/web/status/1506656805614673924,https://twitter.com/74263453/status/1506991161445175296
1506987935320743937,85368230,2022-03-24T13:34:56.000Z,Any news on when the broadband will be back up in the Ayr area @VodafoneUK,thomasmccabe80,Thomas,"Kilwinning, Scotland",Original_tweet,Null,null,https://twitter.com/85368230/status/1506987935320743937
1506986348061896704,74263453,2022-03-24T13:28:38.000Z,"⚠️🚨NEW YOUTUBE VIDEO UPLOAD ALERT⚠️🚨

The #OppoFindX5 | Launch Day Unboxing
Big Shout out to the Guys at @vodafoneuk for sending me down a review unit. 

https://t.co/9PX8EP30L0
https://t.co/9PX8EP30L0
https://t.co/9PX8EP30L0

Don't forget to Like 👍 Comment 📝 Subscribe 🔔 https://t.co/lw2EVZf7Ck",TechJamo,Tech Jamo | Joel,Enquiries - Hello@TechJamo.com,Original_tweet,Null,null,https://twitter.com/74263453/status/1506986348061896704
1506979700928921605,4767571600,2022-03-24T13:02:13.000Z,"@VodafoneUK Like having a direct connection to the Web, all smart info, all GPS, all so useful",cat5bcd,Rosiesmum,South Wales,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/4767571600/status/1506979700928921605
1506975920996954125,2921846356,2022-03-24T12:47:12.000Z,@VodafoneUK #LoveTheNeo,giggles1978MR,Maria 💐💐💐💐💐💐,United Kingdom,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/2921846356/status/1506975920996954125
1506975814964895747,133715734,2022-03-24T12:46:47.000Z,@OfficialMr_West @oppo @OPPOMobileUK @VodafoneUK Haha. That thumbnail 😂,CamBunton,Cam Bunton 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"North Wales, United Kingdom",replied_to,1506975571036844041,https://twitter.com/i/web/status/1506975571036844041,https://twitter.com/133715734/status/1506975814964895747
1506970025814597644,294522653,2022-03-24T12:23:46.000Z,Wish I never left O2 @VodafoneUK is so bad omg 😭,QueenBeeBeks,Omoge,,Original_tweet,Null,null,https://twitter.com/294522653/status/1506970025814597644
1506967033543593993,66126360,2022-03-24T12:11:53.000Z,@KennetSchool @EBPWestBerks @VodafoneUK @Barclays @PriorsCourt @WestBerkshire Happy to have helped!🙂,NewburyBS,Newbury Building Society,"Berks, Hants, Oxon - UK",replied_to,1506955665654353923,https://twitter.com/i/web/status/1506955665654353923,https://twitter.com/66126360/status/1506967033543593993
1506966978518466563,1326118644926083073,2022-03-24T12:11:40.000Z,@VodafoneUK #lovetheneo love the colours of the straps !,un_lucky_clover,Clover 🍀,Hampshire & IOW UK,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/1326118644926083073/status/1506966978518466563
1506966428871766020,50081098,2022-03-24T12:09:29.000Z,@VodafoneUK And I’m still waiting 8 days later for an envelope to send the broken phone off?? I was told I’d receive next day delivery last Tuesday. So I’m left with a phone that’s not working &amp; won’t let me transfer data to a phone I’m borrowing! This is disgusting #CustomerService 😡,ladyvaio,donna williams,Berkshire,replied_to,1504864154133450756,https://twitter.com/i/web/status/1504864154133450756,https://twitter.com/50081098/status/1506966428871766020
1506965487560839178,14083810,2022-03-24T12:05:44.000Z,@VodafoneUK Upgraded to Vodafone Pro today. All OK except can’t pair iPhone app to router. Spoke to ‘Xpert’ on phone. He sent instructions on what to do to my LANDLINE and not my MOBILE!! Now i can’t get back in touch with anyone “TO BUSY”. Why send text to my landline?,funkyjudge,Funkyjudge,Leicester,Original_tweet,Null,null,https://twitter.com/14083810/status/1506965487560839178
1506960964301864964,225959210,2022-03-24T11:47:46.000Z,@VodafoneUK I love the GPS tracker #LoveTheNeo,katfje,Kate Spooner,"London, England",replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/225959210/status/1506960964301864964
1506948429217513474,14490634,2022-03-24T10:57:57.000Z,@VodafoneUK #LoveTheNeo,claner,Chas Gilbert,"Derbyshire, UK",replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/14490634/status/1506948429217513474
1506943600982167562,27630359,2022-03-24T10:38:46.000Z,@VodafoneUK I love the tracking feature #LoveTheNeo,elleffsee,Neil Shillan,"Warrington, Cheshire",replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/27630359/status/1506943600982167562
1506943291857809410,218821567,2022-03-24T10:37:33.000Z,"@VodafoneUK When will this be? 👇🏽 by how much?  #LoveTheNeo 
https://t.co/m3JZxtzqn3",ColArmy86,ᴄᴏʟ,Ｔｈｅ Ｎｏｒｔｈ Ｅａｓｔ 🔴⚪️,quoted,1506941798324719617,https://twitter.com/i/web/status/1506941798324719617,https://twitter.com/218821567/status/1506943291857809410
1506939618670825477,39605284,2022-03-24T10:22:57.000Z,@VodafoneUK I’ve been trying to notify you that I’m moving house for 2 weeks. Called every day and still cannot speak to anyone. Help please,mntgmryndrw,Andrew Montgomery,Exeter ,Original_tweet,Null,null,https://twitter.com/39605284/status/1506939618670825477
1506938535114420224,2976168292,2022-03-24T10:18:38.000Z,@VodafoneUK That location feature for keeping tabs on my daughter! #LoveTheNeo,steve2jay,Stephen Curran,"North East, England",replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/2976168292/status/1506938535114420224
1506937579802877952,771103363,2022-03-24T10:14:51.000Z,@VodafoneUK What more could you want from a watch?,airthomasr60,Richard Thomas,Weston Super Mare (UK),replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/771103363/status/1506937579802877952
1506933989529075713,2780240858,2022-03-24T10:00:35.000Z,"The 16-year-old Founder &amp; CEO of Thred Media,  @JenkOzOfficial, was recently mentored by Dragon’s Den star  @SteveBartlettSC after winning  @VodafoneUK Shout Out for Small Businesses competition.

READ NOW👇

https://t.co/CB8EajDYiU",BLeaderNews,Business Leader,London,Original_tweet,Null,null,https://twitter.com/2780240858/status/1506933989529075713
1506926670456016898,3964764148,2022-03-24T09:31:30.000Z,Thank you @VodafoneUK @WPIStrategy for inviting us to join an important roundtable on #digital #inclusion - it was great to join @LucyPowellMP @CPJElmore @KevinBrennanMP and other orgs to discuss our work tackling the #digitaldivide and how much is yet to be done! https://t.co/CD0amRl2IP,EEducationUK,Equal Education,United Kingdom,Original_tweet,Null,null,https://twitter.com/3964764148/status/1506926670456016898
1506924957909065732,360503698,2022-03-24T09:24:41.000Z,@VodafoneUK Hi I’m due an upgrade in may and wondered what’s the earliest I can upgrade without paying a fee …as it used to be …. At the moment I’m having to charge my phone 2 - 3 times a day now,Julieanne_uk,🏴󠁧󠁢󠁷󠁬󠁳󠁿 Julz 🏴󠁧󠁢󠁷󠁬󠁳󠁿,wales uk,Original_tweet,Null,null,https://twitter.com/360503698/status/1506924957909065732
1506924047443058692,1063416108978528256,2022-03-24T09:21:04.000Z,@VodafoneUK #LoveTheNeo my favourite feature is the smart location feature. Just that little bit of peace of mind,T_RexSue,T_RexSue,,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/1063416108978528256/status/1506924047443058692
1506909395627782149,2345001097,2022-03-24T08:22:51.000Z,@VodafoneUK It’s started working now thanks,life_screams_,😷Bearded Zombie #standwithukraine ☮️🌱🇺🇦😷,Planet Earth,replied_to,1506907113188118531,https://twitter.com/i/web/status/1506907113188118531,https://twitter.com/2345001097/status/1506909395627782149
1506909048746262528,119829610,2022-03-24T08:21:28.000Z,@VodafoneUK #LoveTheNeo,Baile1Kim1,baile1kim1,United Kingdom,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/119829610/status/1506909048746262528
1506907083807014919,760531690691391488,2022-03-24T08:13:40.000Z,@VodafoneUK #LoveTheNeo,kirschmj,Margaret Clarkson,North of England,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/760531690691391488/status/1506907083807014919
1506893309276479492,231884916,2022-03-24T07:18:56.000Z,@VodafoneUK #LoveTheNeo Love that I can track my steps and the GPS feature.,becky0020,Becky John,Llanelli,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/231884916/status/1506893309276479492
1506891643923873794,211959269,2022-03-24T07:12:19.000Z,@VodafoneUK Our spring adventures include baby going on a swing for the first time with her big sister! It's going to be a spring full of firsts for them together 🤩 #VodafoneTreats https://t.co/KYILOwUqqd,Kate_Kitssister,🔆 Kate M Jones 🔆,North Wales,replied_to,1498704627000233985,https://twitter.com/i/web/status/1498704627000233985,https://twitter.com/211959269/status/1506891643923873794
1506889762161971201,231884916,2022-03-24T07:04:50.000Z,@VodafoneUK I'm off to Dubai to haggle with the locals 😍 #DreamHoliday,becky0020,Becky John,Llanelli,replied_to,1503778049203924994,https://twitter.com/i/web/status/1503778049203924994,https://twitter.com/231884916/status/1506889762161971201
1506790539152269314,2653666076,2022-03-24T00:30:34.000Z,@benwood @XiaomiUK @VodafoneUK @ThreeUK @Qualcomm @Xiaomi @Qualcomm_EU @donnymac @LeoGebbie @JMS_CCS @AmazonUK @shauncollins Glad you could make it Ben. Good to catch up.,jayfrankenberg1,JDFranken,,replied_to,1506703277882286082,https://twitter.com/i/web/status/1506703277882286082,https://twitter.com/2653666076/status/1506790539152269314
1506789524168392706,348526826,2022-03-24T00:26:32.000Z,@VodafoneUK #LoveTheNeo I love the GPS tracking.,ritchie_dee,Ritchie Dee,UK,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/348526826/status/1506789524168392706
1506781445091696642,4482066982,2022-03-23T23:54:25.000Z,@VodafoneUK #LoveThatNeo i absolutely love thw tracking map! A fantastic idea for worried parents!,JamiePlumridge,Jamie-Lee Plumridge,,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/4482066982/status/1506781445091696642
1506775528119881731,174824198,2022-03-23T23:30:55.000Z,@VodafoneUK Love to win this fab smart watch! I especially love the GPS location so I'd know exactly where my grandchildren are 😍,BearsBlueGirly,💙💙💙BearsBlueGirly💙💙💙,Cambridgeshire ,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/174824198/status/1506775528119881731
1506775443906732035,37633830,2022-03-23T23:30:35.000Z,@VodafoneUK  #LoveTheNeo i love that it gives my nephews their first proper experience of interactive technology,kennymaclean,Kenny Maclean,London,Original_tweet,Null,null,https://twitter.com/37633830/status/1506775443906732035
1506762503010803714,48673815,2022-03-23T22:39:09.000Z,@VodafoneUK @SuperLuckyDi #LoveTheNeo It's a miracle.,halkerstone,Martine,,replied_to,1506677161654108174,https://twitter.com/i/web/status/1506677161654108174,https://twitter.com/48673815/status/1506762503010803714
1506762337042243589,192608384,2022-03-23T22:38:30.000Z,@VodafoneUK #DreamHoliday I’m going to Hawaii to make friends with a bear!,diane_83,Diane,"Berks, UK",replied_to,1503778049203924994,https://twitter.com/i/web/status/1503778049203924994,https://twitter.com/192608384/status/1506762337042243589
